time,vrms,irms,p_est,pf,vrms_raw,irms_raw,pactive_raw,pimag_raw,papparent_raw
2026-07-08T14:48:37,120.17755933828819,0.0,0.0,-0.5712890625,13784,16,-2,5,7
2026-07-08T14:48:38,119.8962039478942,0.0,0.0,-0.427734375,13755,16,-2,6,7
2026-07-08T14:48:39,120.04173259809798,0.0,0.0,-0.28515625,13770,16,-1,6,7
2026-07-08T14:48:40,120.13875169823385,0.0,0.0,-0.375,13780,16,-2,7,8
2026-07-08T14:48:41,119.94471349796213,0.0,0.0,-0.427734375,13760,16,-2,6,7
2026-07-08T14:48:42,120.04173259809798,0.0,0.0,-0.375,13770,16,-2,7,8
2026-07-08T14:48:43,120.05143450811157,0.0,0.0,-0.5,13771,16,-2,6,8
2026-07-08T14:48:44,120.0999440581795,0.0,0.0,-0.5,13776,16,-2,6,8
2026-07-08T14:48:45,120.1678574282746,0.0,0.0,-0.375,13783,16,-2,7,8
2026-07-08T14:48:46,120.18726124830178,0.0,0.0,-0.28515625,13785,16,-1,6,7
2026-07-08T14:48:47,120.1678574282746,0.0,0.0,-0.5712890625,13783,16,-2,5,7
2026-07-08T14:48:48,120.0320306880844,0.0,0.0,-0.28515625,13769,16,-2,6,7
2026-07-08T14:48:49,120.14845360824744,0.0,0.0,-0.5712890625,13781,16,-2,5,7
2026-07-08T14:48:50,120.04173259809798,0.0,0.0,-0.5712890625,13770,16,-2,5,7
2026-07-08T14:48:51,119.8282905777991,0.0,0.0,-0.5,13748,16,-2,6,8
2026-07-08T14:48:52,120.02232877807081,0.0,0.0,-0.375,13768,16,-2,7,8
2026-07-08T14:48:53,119.8962039478942,0.0,0.0,-0.427734375,13755,16,-2,6,7
2026-07-08T14:48:54,120.02232877807081,0.0,0.0,-0.427734375,13768,16,-2,6,7
2026-07-08T14:48:55,119.93501158794854,0.0,0.0,-0.28515625,13759,16,-1,6,7
2026-07-08T14:48:56,119.98352113801647,0.0,0.0,-0.427734375,13764,16,-2,6,7
2026-07-08T14:48:57,120.09024214816591,0.0,0.0,-0.5712890625,13775,16,-2,5,7
2026-07-08T14:48:58,120.06113641812516,0.0,0.0,-0.427734375,13772,16,-2,6,7
2026-07-08T14:48:59,119.92530967793496,0.0,0.0,-0.5712890625,13758,16,-2,5,7
2026-07-08T14:49:00,120.02232877807081,0.0,0.0,-0.25,13768,16,-1,7,8
2026-07-08T14:49:01,120.09024214816591,0.0,0.0,-0.427734375,13775,16,-2,6,7
2026-07-08T14:49:02,120.09024214816591,0.0,0.0,-0.427734375,13775,16,-2,6,7
2026-07-08T14:49:03,120.00292495804365,0.0,0.0,-0.427734375,13766,16,-2,6,7
2026-07-08T14:49:04,120.17755933828819,0.0,0.0,-0.28515625,13784,16,-1,6,7
2026-07-08T14:49:05,119.99322304803006,0.0,0.0,-0.427734375,13765,16,-2,6,7
2026-07-08T14:49:06,120.12904978822026,0.0,0.0,-0.5,13779,16,-2,5,6
2026-07-08T14:49:07,120.17755933828819,0.0,0.0,-0.375,13784,16,-2,7,8
2026-07-08T14:49:08,120.13875169823385,0.0,0.0,-0.5,13780,16,-2,5,6
2026-07-08T14:49:09,119.99322304803006,0.0,0.0,-0.427734375,13765,16,-2,6,7
2026-07-08T14:49:10,120.22606888835612,0.0,0.0,-0.427734375,13789,16,-2,6,7
