time,vrms,irms,p_est,pf,vrms_raw,irms_raw,pactive_raw,pimag_raw,papparent_raw
2026-07-08T18:38:43,120.90341774907482,0.0,0.0,-0.642578125,13891,16,-5,10,14
2026-07-08T18:38:44,120.92097815833395,0.0,0.0,-0.599609375,13893,16,-5,12,15
2026-07-08T18:38:45,120.90341774907482,0.0,0.0,-0.5625,13891,16,-6,12,16
