time,vrms,irms,p_est,pf,vrms_raw,irms_raw,pactive_raw,pimag_raw,papparent_raw
2026-07-08T14:52:13,120.41040517861425,0.0,0.0,-0.375,13808,16,-2,7,8
2026-07-08T14:52:14,119.99322304803006,0.0,0.0,-0.427734375,13765,16,-2,6,7
2026-07-08T14:52:15,120.06113641812516,0.0,0.0,-0.427734375,13772,16,-2,6,7
2026-07-08T14:52:16,120.0320306880844,0.0,0.0,-0.427734375,13769,16,-2,6,7
